,id,img,label,text
892,28576,img/28576.png,0,muslim windchime
11735,28579,img/28579.png,0,michele obama holding a fundraising for studying animal intelligence
9713,28590,img/28590.png,1,you can take the trash out of the trailer park but white trash will forever be white trash
10722,28597,img/28597.png,0,class! class! listen! daylight savings ends today you must move your clock forward one hour
5622,28601,img/28601.png,0,stevie wonder be like #selfie!
3480,28604,img/28604.png,1,and then they said... what about the irish slaves??
4551,28605,img/28605.png,1,i want you to wake the fuck up americans! the fucking jews have hijacked your country!
4071,28610,img/28610.png,1,a head diaper is required when you have shit for brains
4502,28613,img/28613.png,1,if slavery had cellphones on the plantation like fuck massah
8337,28614,img/28614.png,0,what do they want? to kill more
6769,28617,img/28617.png,0,welcome to feminism where everything is sexist and nobody understands but them
3515,28637,img/28637.png,0,"instead of being ""born again"" why not just grow up?"
4122,28639,img/28639.png,0,boobs when you're home alone and lonely
7402,28641,img/28641.png,0,basic white girl in her natural habitat this is what i imagine heaven looks like womenwholovewine wineaisle target whitegirlwasted
6121,28657,img/28657.png,1,"dating, let alone marrying a g*rl who is not a virgin literally makes you a cuck, change my mind"
7302,28659,img/28659.png,1,christians are retarded
3564,28670,img/28670.png,1,nobody: arabic talk show: good morning i hate women
5371,28674,img/28674.png,1,i'm not transphobic i just don't like 'em
2074,28690,img/28690.png,0,if you're gonna talk shit about someone... you better make sure they aren't crazier than you are
10175,28691,img/28691.png,1,when the jews found out it really wasn't a shower
3966,28695,img/28695.png,1,"gods chocen #psychopaths living on stolen land, armed and subsidized by the so-called ""jewish state"""
2965,28704,img/28704.png,0,our voice can change history for better or...worse
11923,28716,img/28716.png,1,can you smell what the reich is cooking?
7489,28731,img/28731.png,1,how africans eat their food mmmm....... delicious
7471,28735,img/28735.png,1,morgan freeman morgan not-so-freeman
10755,28739,img/28739.png,0,10-year-old me: *is in gifted class* *reads at a high school level* *is pretty good at math* *has a bright future* depression: i'm about to end this man's whole career
5353,28751,img/28751.png,0,who decided to call this a urinal cake instead of a piscuit
6124,28756,img/28756.png,1,solution to mexicans paying for the wall leave all the illegals hanging around the border
10713,28759,img/28759.png,0,will you tell the cat bullying is not okay?
8517,28763,img/28763.png,0,pelosi warns a future democratic president could declare a national emergency to ban guns i seem to recall that a previous government tried this in the 1700's and we shot them...
5280,28764,img/28764.png,0,when you meet that gender studies student again my genders have doubled since the last time we met
4751,28765,img/28765.png,0,"and just like that, people forgot about area 51 started wanting to look like 80 year olds"
12242,28790,img/28790.png,1,monkeys often pick bugs off each other to snack on
700,28791,img/28791.png,1,don't be racist black and white children are the same
2661,28793,img/28793.png,0,congratulations it's non binary
2325,28905,img/28905.png,1,"hey, i just met you and this is crazy but here's your number.. so camping, maybe?"
752,28916,img/28916.png,0,we demand equality! black lives matter!
3698,28930,img/28930.png,0,women of power
4606,28935,img/28935.png,1,this would be racist if black people could read
2518,28936,img/28936.png,0,when you find out there's an opening for the role of first lady
9559,28945,img/28945.png,0,"""how fucked up do you plan to get this weekend?"" me:"
2144,28951,img/28951.png,0,if the brim of your hat is flat and has a sticker on it i automatically assume you're a complete tool
12292,28954,img/28954.png,0,"don't like me? i don't care, it's still a beautiful day in my neighborhood"
4949,28957,img/28957.png,1,when each letter is a mental disorder
8858,28964,img/28964.png,1,"just got his euthanasia forms signed, retard can't even read so i told him he got accepted into harvard lmfao"
342,28967,img/28967.png,1,how to cook turkey in usa how to cook turkey nowhere
5240,28970,img/28970.png,0,ask me if i give a fuck
2984,28971,img/28971.png,0,it wasn't my fault my truck has tranny issue's
6690,28973,img/28973.png,1,worst pijama party ever
3818,28974,img/28974.png,1,"girls reaction when teacher says ""get out of class"" boys reaction gorilla in a fuckin coupe reaction"
4741,28976,img/28976.png,1,when you're hiding from a shooter in your school and the foreign exchange student keeps on crying american students: first time ?
7052,29013,img/29013.png,0,meanwhile at the isis strip club
1644,29015,img/29015.png,0,how we play hide and seek versus how they play hide and seek
127,29035,img/29035.png,1,the gas bill is too damn high funny offensive memes offensive pictures ever most
10514,29036,img/29036.png,1,chinese people be like happy thanksgiving
7578,29041,img/29041.png,0,oh boy can't wait to clean myself up in the showers that the guards are taking us to!
1079,29043,img/29043.png,0,"aight, time for the photo shoot"
8911,29046,img/29046.png,0,"when you find out the girl you like doesn't like dank memes ""got me fucked up"" ""i bet she wipes back to front"" ""what a thot"" ""that foolish hoe"" ""i hope she die"""
10127,29051,img/29051.png,0,when your annoying neighbours are mowing their lawn suddenly when you go out to finally sun bathe
11524,29054,img/29054.png,1,broken dishwasher
9229,29056,img/29056.png,0,how do we destroy the patriarchy? it's simple. we eat it
3459,29063,img/29063.png,0,when people say you have an explosive personality
11007,29067,img/29067.png,0,blocking the couch in with the dishwasher outstanding move
194,29071,img/29071.png,1,mohamed i'm pregnant
1774,29073,img/29073.png,0,"personal stylist $15,000 / week makeup artist $4,000 / month i can't tell the difference"
6640,29075,img/29075.png,0,he can be his new boy firend
3856,29083,img/29083.png,0,when you've already explained why your mad 3 times & he still don't get it let's just fight
10888,29084,img/29084.png,1,"africans be like -""we were fine killing each other for land"" ""until the white man showed up, killing us for land"""
8826,29104,img/29104.png,0,america is for americans period! i agree. why don't you go back to europe?
8154,29130,img/29130.png,1,you talk like a fag and your shit's all retarded
6906,29137,img/29137.png,1,goofy fuckin black people
5212,29138,img/29138.png,1,why can't we spend money on education instead of drugs ''
7069,29140,img/29140.png,1,nice try women now go back to the kitchen
4527,29148,img/29148.png,0,"don't like me? i don't i care, it's still a beautiful day in my neighborhood"
7584,29150,img/29150.png,0,"back in my day, you were either america first or a pinko commie nowadays they call themselves liberals, progressives, socialists and such.. but you know what, pilgrim? they're still pinko commies"
5160,29158,img/29158.png,1,the military finally captured the massive orangutan
2583,29163,img/29163.png,1,what kind of punch can take out 20 kids and 6 adults? a sandy hook
5638,29164,img/29164.png,0,"if you think it's okay for iran to have nukes, but not okay for law abiding americans to have guns you might be a dumbass"
6899,29173,img/29173.png,0,"9's on the stock bottom no your ls cant do that! wait, im ls swapped.."
11500,29174,img/29174.png,0,the crimes against humanity should not be swiftly forgotten
1042,29176,img/29176.png,0,"whats that burning? oh, it's my family"
5067,29178,img/29178.png,1,kon'nichiwa anata wa fucking nigger
943,29187,img/29187.png,0,hitler was an evil man
8172,29304,img/29304.png,1,the hardest part of breaking up with a japanese girlfriend is having to drop the bomb on her twice before she gets it
8091,29308,img/29308.png,1,"when you haven't stolen anything, used snap benefits or been loud at the movies for a few weeks"
1704,29310,img/29310.png,0,why don't they eat pussy? because it's too close to the gas chamber
872,29316,img/29316.png,0,no matter what they overcome
1968,29345,img/29345.png,0,"lynchings were most frequent from 1890 to the 1920s, with a peak in 1892"
111,29348,img/29348.png,1,1973 keep ulster tidy get rid of the rubbish
6632,29351,img/29351.png,1,when you forget the bomb codes
7383,29354,img/29354.png,0,"during the holocaust, jewish bodies were treated like trash"
7317,29357,img/29357.png,1,it can't be homicide if there is no race
1934,29364,img/29364.png,0,a beautiful day for picnic in white mountains
3177,29376,img/29376.png,0,get in loser we're invading poland
7796,29380,img/29380.png,1,all i want for christmas is 6 million
12538,29384,img/29384.png,0,they're in a row
10017,29385,img/29385.png,0,when you drop your care package and someone else takes all the loot
6853,29387,img/29387.png,0,speaking to the house
10336,29401,img/29401.png,0,i came out of your what!?
11812,29406,img/29406.png,1,ahmed? im pregnant!!!
12323,29408,img/29408.png,0,screw area 51 lets storm cheyenne mountain and get the stargate
10032,29416,img/29416.png,0,i hate when walmart doesn't have what i need
717,29417,img/29417.png,1,what's the difference between the 2? the first one can't sing when you put chains on it
7669,29430,img/29430.png,0,where is the curvature? #basketballsareflat
2068,29437,img/29437.png,1,what can happen if you eat wheaties for 38 years
6443,29438,img/29438.png,1,israel is not at war they don't fight soldiers they kill innocent men women and children from a distance
9783,29460,img/29460.png,0,child survivors of holocaust
4127,29463,img/29463.png,0,"i swear some people were conceived through anal sex, because there's no way being that much of an asshole is natural"
1890,29465,img/29465.png,0,share a coke with your dad
11777,29467,img/29467.png,0,love is more powerful than any other force in the world
1402,29468,img/29468.png,0,made a new friend today!
6458,29470,img/29470.png,0,educate our kids about domestic violence
1204,29473,img/29473.png,0,fight yourself
4369,29475,img/29475.png,0,you get 10 times more chicks than me? 10 times o is o
6980,29476,img/29476.png,1,"""america has stolen the jews the jews of god his jewelry the negroes they are the true hebrews"" google it"
10169,29478,img/29478.png,0,one of the bullets they dug out of a victim from the orland gay night club shooting!
663,29481,img/29481.png,1,they're just like eggs better when beaten well
12317,29483,img/29483.png,0,the effects of slavery are still felt to this day
6998,29485,img/29485.png,0,when you want to read about other cultures
5127,29503,img/29503.png,0,god gave his arch angels weapons because even the almighty knew you don't fight evil with tolerance and understanding
6243,29506,img/29506.png,1,when the black kid is roasting the white kid and he has a gun in his backpack you think i would lose to a monkey
4298,29507,img/29507.png,0,even babies love nikes
8968,29508,img/29508.png,0,problem solution
5489,29513,img/29513.png,1,you dirty fucking nigger
2964,29517,img/29517.png,0,they told me i could become anything so i became a scarecrow
11813,29547,img/29547.png,1,the evolution of man
11015,29548,img/29548.png,0,us gas station russian gas station ugandan gas station german gas station
4345,29574,img/29574.png,1,when your chinese food shows up completely uncooked
10071,29576,img/29576.png,0,rock. paper. scissors throat punch!
8874,29581,img/29581.png,0,claims that her ancestors created a safe space for jews these are her ancestors
7042,29587,img/29587.png,0,texas churches be like... pew pew pew
461,29607,img/29607.png,1,mmm what's cooking
6726,29608,img/29608.png,0,when you're the gay friend and also the meme lord
9322,29614,img/29614.png,1,"when your girl is bulimic, but you like gagging sounds, so you call her ""fatty"" while you beat your meat in the shower"
1561,29617,img/29617.png,0,what do i do when my dishwasher stops? i should get back to scrubbing
7421,29630,img/29630.png,0,you just went full goat fucker never go full goat fucker
9180,29635,img/29635.png,0,close friends for life
182,29637,img/29637.png,1,three meals a week and all the goats you can rape join today
10478,29643,img/29643.png,1,"dad, dishwasher is loaded again '' ''"
652,29645,img/29645.png,1,"last year tyrone got a new job, started building his credit, then something amazing started to happen! and spending more time with his kids"
7624,29671,img/29671.png,1,"dad why do we stink? so blind people can hate us too, son"
4193,29675,img/29675.png,1,remember behind every one of us is a police
10639,29678,img/29678.png,0,rich theft '' ''
7804,29684,img/29684.png,1,"it's not immigration, it's not asylum seeking it's an invasion!"
3602,29703,img/29703.png,1,when each letter is a mental disorder
12506,29706,img/29706.png,0,"""one man's trash is another man's treasure"" is a great quote, but it's not the best way to tell your kid he's adopted"
5455,29708,img/29708.png,1,the most underrated cook of all time
11690,29710,img/29710.png,0,don't think this cream is working... maybe this will work?..... nothing's happening
3882,29714,img/29714.png,1,"when your gf is fucking a black guy, so you break a tail light on his car so the police will stop him & shoot him. modern problems require modern solultions"
205,29716,img/29716.png,1,"""officer down!! repeat, officer down!"""
3034,29731,img/29731.png,0,take me out for dinner first then you have my permission to play lol
6490,29735,img/29735.png,1,i have a dream thats me with the belt
6941,29740,img/29740.png,0,when a person tells you that your meme meme or joke was heavily offensive i can go lower
1322,29746,img/29746.png,0,"teacher: an electronic calculator is typically a portable electronic device used to perform calculations, class:"
2047,29750,img/29750.png,1,this cat is getting raped tonight
7622,29756,img/29756.png,0,pull up pull up gas
5423,29760,img/29760.png,0,"teacher: "" ok class, bring out your calculators"" mohammed:"
3101,29761,img/29761.png,0,ps4 playstation' vr required food simulator 18 18
4446,29764,img/29764.png,0,fuckyeah! halfday!
2798,29785,img/29785.png,1,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e"
8125,29786,img/29786.png,0,that's gayer than cum on a mustache
3234,29813,img/29813.png,1,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit
2616,29814,img/29814.png,1,"if you hold a black baby to your ear, you can hear the police sirens"
5438,29816,img/29816.png,0,woman badly injured in fight
5784,29835,img/29835.png,0,"i think if people want "" to wipe out reminders of slavery segregation & white supremacy we might consider getting rid of the democratic party"
6172,29841,img/29841.png,0,men be like im finally ready to settle down
2180,29843,img/29843.png,0,the world's most wanted terrorist obama bin lying
482,29847,img/29847.png,1,"you should thank me for what i've done, there would have been more of them"
8556,29850,img/29850.png,0,crackers gonna crack
4219,29851,img/29851.png,1,how dark is your humor? me:
534,29857,img/29857.png,1,baboons and monkeys everywhere this is really a zoo
12258,29863,img/29863.png,1,when your parents ask why the gas bill is so high
11207,29873,img/29873.png,1,who knew that this country is full of white trash
1772,29876,img/29876.png,0,today we're making vegetable soup! the most disturbing thing i've seen all day
12203,30124,img/30124.png,0,relaxing weekend share with 10 more people if you agree
1634,30126,img/30126.png,0,anjem choudary wants this removed he said it insults islam. so i thought fuck it why not share
1849,30127,img/30127.png,0,islamic prayers answered
3705,30128,img/30128.png,0,when your girl is crazy and she finds your side chick
4432,30142,img/30142.png,0,when your friends find your mugshot online
2187,30145,img/30145.png,0,"before my presidency, there was no isis. there was no caliphate there was no blm. there was no antifa. there was no war on police i built that"
2320,30148,img/30148.png,1,you mean i don't have to pick it?!?
11744,30154,img/30154.png,1,"you should thank me for what i've done, there would have been more of them"
3511,30156,img/30156.png,0,"when you're still alive after years of destructive alcohol and drug abuse  life, uh, finds a way"
4827,30157,img/30157.png,0,"i am a goat i eat everything, even your dreams"
9700,30162,img/30162.png,0,don't mind me just watering my muslims
6887,30165,img/30165.png,0,if you're protesting against this man visiting the uk. ...but protesting for this woman to return to the uk.. ...then you're a special kind of stupid
6297,30168,img/30168.png,1,"hi, i'm nate i'm a lesbian in recovery"
3596,30174,img/30174.png,0,coming home wasted at 6am and seeing people jogging look at these assholes
8893,30175,img/30175.png,0,child protective services takes away childrenfrom parents who don't vaccinate but they're perfectly fine with them
5454,30182,img/30182.png,0,a fast sandwich maker
6184,30185,img/30185.png,1,i may be blind but at least i'm not black
11011,30186,img/30186.png,0,get you a man who will never lay a finger on you or walk out of your life
7057,30192,img/30192.png,1,when tr*nnies want to be accepted but they mutilate their bodies
9584,30196,img/30196.png,0,goat porn star
1730,30216,img/30216.png,0,can afford to travel from romania to london still picks your pocket
8232,30241,img/30241.png,0,i said glass of orange not glass of apple juice
9958,30245,img/30245.png,1,when the special ed kid drops his penny
555,30246,img/30246.png,1,"look at the plane, *was it's your uncle samir"
2597,30247,img/30247.png,0,broken chair
8134,30248,img/30248.png,0,have you ever noticed the only time republicans smile is when they are taking away things from the american people?
7153,30249,img/30249.png,0,it's racist to call me a goat humper even though i hump goats
5840,30251,img/30251.png,0,so i guess a handjob is out of the question
5724,30256,img/30256.png,1,shame on these gays! and shame on muslims marrying children. said the christian molesting little boys
9760,30257,img/30257.png,0,family trip in mexico
8312,30258,img/30258.png,0,bethelem celebrates eid and christmas with air-soft guns for the youth
8950,30259,img/30259.png,0,i'm not a pessimist i'm an optometrist
875,30261,img/30261.png,0,if hitler was an anime character
1338,30264,img/30264.png,0,march 8th international wreck day
10162,30267,img/30267.png,1,"when an asian bitch says "" you'll never find anyone like me"""
3385,30276,img/30276.png,0,when the dishwasher isn't working properly and you have no tecnical knowledge whatsoever so you just decide to talk to it and hope it starts working good luck
1415,30281,img/30281.png,0,who said i'm uneducated i have my masters degree!
4667,30286,img/30286.png,0,had to get wisdom teeth removed i guess you shouldn't have been such a smart mouth
10499,30289,img/30289.png,0,the enemy within ilhan omar linda sarsour rashida tlaib ocasio-cortez
8366,30291,img/30291.png,1,i put the ape in rape
7267,30296,img/30296.png,1,when the un adds another million to the holocaust death toll
3301,30412,img/30412.png,0,japanese fashion trends
11034,30417,img/30417.png,0,my hair is half up and half down
551,30427,img/30427.png,1,no little asian don't eat them raw
392,30428,img/30428.png,1,hm.. it appears you're a cracker
2719,30452,img/30452.png,0,trump supporters be like show me where he lied
6097,30456,img/30456.png,0,all you motherfuckers love a petty offensive page until that same petty page offends your mother fucking ass
4752,30462,img/30462.png,0,if you have a beard but can't change a tire shave
6049,30465,img/30465.png,0,when a stranger suddenly helps you
1209,30476,img/30476.png,0,swim practice!!!
11091,30478,img/30478.png,0,the white wine made me do it
5588,30481,img/30481.png,0,him: you seen my cat lately jill?
10439,30486,img/30486.png,1,what women think they'll do when the economy collapses vs what they'll actually do
7962,30487,img/30487.png,1,i don't want to grow up to be abused as a muslim sex slave. please ban islam. #goatlivesmatter
5668,30489,img/30489.png,0,"""so then i was going to tell a princess diana joke"" ""but that would have crashed and burned """
2792,30492,img/30492.png,0,when i grow up i'm going to be a famous doctor
249,30495,img/30495.png,1,her: i've never been fucked before me: kick her in the pool well you're fucked now
553,30497,img/30497.png,1,white kids be like i have had enough
4314,30518,img/30518.png,0,the dna test results say... you're a cunt
99,30519,img/30519.png,1,"haha, it's so funny gas it"
5383,30526,img/30526.png,1,when your kid actually is transgender
4089,30527,img/30527.png,1,look ma no hands!
1223,30529,img/30529.png,0,time to clean my ears
5312,30546,img/30546.png,1,white people be like: outside inside
1524,30547,img/30547.png,0,handjobs sold seperately
3646,30548,img/30548.png,0,not sure if you're being funny or stupid
3715,30549,img/30549.png,0,smoochies from donald on your birthday!!!
5552,30561,img/30561.png,1,sends 6 million to heaven knows jews are god's chosen people
6449,30567,img/30567.png,1,maybe if you worked a bit we wouldn't have inequality
9173,30569,img/30569.png,0,thank you ! for everything ! for what ?
12299,30571,img/30571.png,0,trump is functionally illiterate and knows almost nothing about american history
12094,30576,img/30576.png,1,why don't they eat pussy? too close because it's to the gas chamber
2102,30579,img/30579.png,0,white power!
1715,30581,img/30581.png,0,when your little bomber brings home his first girlfriend
7936,30582,img/30582.png,0,and just like that... this sandwich maker doubles as ironing board
2420,30586,img/30586.png,0,just can't get rid of the stain. this is why i hate beets
4517,30591,img/30591.png,0,i hate snow it's white and on my land
402,30594,img/30594.png,1,fed five thousand jews with five loaves and two fish made six million jews toast
10232,30597,img/30597.png,1,hey muslims eat me!
4918,30598,img/30598.png,1,we can kill as many as we want and your stupid government keeps bringing us in
10520,30615,img/30615.png,0,welcome to the future
5559,30618,img/30618.png,1,in other contries in porkistan
1517,30621,img/30621.png,0,the closest some of us will ever get to heaven
227,30624,img/30624.png,1,"mohamed, i'm pregnant"
2956,30628,img/30628.png,0,"and to think, i almost swallowed you"
4997,30629,img/30629.png,1,cop: any questions? *black kid raises hand* cop: jayshaun if you don't put your fucking hand down i'll shoot you like i did your father hands up don't shoot
2352,30642,img/30642.png,0,rabbi sitting in synagogue chillin and doing his thing
9282,30648,img/30648.png,0,when some body adds another plate to the sink while i'm washing the dishes
5610,30652,img/30652.png,0,"not sure what's in the fridge, but this dishwasher is about to get a big load"
4270,30675,img/30675.png,1,the world calls it: love. god calls it: abomination
6052,30682,img/30682.png,0,ah the young they grow up so quickly
8111,30684,img/30684.png,0,had secret door before it was cool
3477,30687,img/30687.png,0,slipped and hit the bathtub now everyone is asking if things are okay at home
6133,30692,img/30692.png,1,cameraman: i don't understan- psychic kid: trust me this will be really funny someday
5016,30695,img/30695.png,0,"musslamic democrat, ilhan omar, has threatened members of congress. she's told several republicans that she'll send them ""shawarma"", to ""give them a taste of her culture"""
4698,30697,img/30697.png,0,the plate is so hot al gore is using it as evidence of global warming
9301,30714,img/30714.png,0,chicks be like the blacker the berry the sweeter the juice
5103,30721,img/30721.png,1,"""harder, harder"" ""that's a good boy"""
3768,30726,img/30726.png,0,when everyone who has been calling you racist for the past 2 years are pedophiles
3565,30742,img/30742.png,1,"i don't always fuck midgets but when i do, i go balls deep"
3795,30745,img/30745.png,1,"but dad please respect the rights of trans kids, it's who i reall- i am going to beat your ass until it's a bloody pulp you hear? no son of mine is going to be a goddamn woman!"
10463,30756,img/30756.png,0,dat ass ahmarbkrich*d
8097,30761,img/30761.png,0,muslim seeking equal education
11643,30762,img/30762.png,1,muslim women are fighting for freedom and are ready for its consequences
7232,30764,img/30764.png,0,are we there yet
1354,30765,img/30765.png,0,wife wearing sexy lingerie for her husband
9569,30782,img/30782.png,0,an older gentlemen having a wonderful day
8495,30785,img/30785.png,0,my first act? getting rid of the smell he brought to the house
3500,30792,img/30792.png,0,ultimate terrorist lure position decoy and wait
9780,30796,img/30796.png,0,"no samuel, the star does not mean you're sheriff now"
11870,30815,img/30815.png,0,the only way to deal with islam
3668,30816,img/30816.png,1,i swear harvey's been chasing the same fly for the last 13 years
8307,30819,img/30819.png,0,for another year older you don't look so baaaaa'd
1334,30821,img/30821.png,0,lawn darts jet style
4745,30824,img/30824.png,0,where did you learn to do it so good? me when i was 2
8860,30826,img/30826.png,1,that look when you find out your husband isn't coming home from the mosque
3898,30829,img/30829.png,0,everyone deserves a chance
7528,30841,img/30841.png,0,warning smoking kills
3368,30847,img/30847.png,0,when you get caught jacking off to the snapchat girl filter of yourself that wasn't me that was patricia
11958,30849,img/30849.png,1,when you finger an asian girl
5222,30851,img/30851.png,1,chief crooked bone spurs aka donald trump proving you don't have to be poor to be white trash
7550,30854,img/30854.png,0,safe sex isis style
9176,30859,img/30859.png,0,parents gets divorced twice as many birthday presents
10425,30862,img/30862.png,1,"""look at the plane, it's your uncle samir *was"""
11888,30864,img/30864.png,0,the lion once again shows why he's the king of the jungle
727,30865,img/30865.png,1,allah! my goat doesn't love me anymore!
3867,30871,img/30871.png,1,july first we will open the military to transgender people isn't that why we have the coast guard?
6164,30872,img/30872.png,0,people who speed why should i slow down?
119,30894,img/30894.png,1,"my son was upset about his cut, so we turned him into his hero 46 share best comments award harry potter and the gas chamber of secrets"
4259,30896,img/30896.png,0,yo dawg i heard you like overthinking so you can overthink while you overthink so i made you overthink about overthinking
10515,30914,img/30914.png,0,why yes i'm part indian i'm from the smackahoe tribe
148,30915,img/30915.png,1,what do they do after sex? 25 to life
6596,30918,img/30918.png,1,"suspect is a gender fluid, non on-gender specific clothing, assigned male at birth but identifies as a wearing mountain panda born caucasian"
1727,30921,img/30921.png,0,just admit it. white america was better
11440,30927,img/30927.png,0,doesnt let anything stop her have a great day
10663,30928,img/30928.png,1,i might not be good at sucking cock but i can put beavers outta work
16,30941,img/30941.png,1,i'm gonna put yo face in some dough and make gorilla cookies
9360,30942,img/30942.png,1,when the americans pull up outside of auschwitz *jew cooking time stops*
2970,30948,img/30948.png,0,how it feels to chew peppermint gum after biting a jalapeno
11666,30954,img/30954.png,0,when germans try to dab
5149,30957,img/30957.png,1,30% of women should have just shut fuck up
3229,30958,img/30958.png,0,chocolate melts at 86*f
8817,30961,img/30961.png,1,i see!
888,30971,img/30971.png,0,believeable understand why tommy robinson has roses are red violets are blue my wife is nine and i'm fífty two
847,30978,img/30978.png,0,why was six afraid of seven? because seven eight nein!
7339,30982,img/30982.png,0,they probably arguing over some little shit
2707,30986,img/30986.png,0,this beef is so raw its eating the salad
6004,31024,img/31024.png,0,what we are doing to lgbtq is not right we should give them love
2903,31025,img/31025.png,0,i refuse to debate gun control with folks who eat soap and are confused on which pisser to use
4038,31029,img/31029.png,0,when there is no pinyata at the party but the emo kid just hung himself improvise. adapt. overcome
12297,31042,img/31042.png,1,when you max out intelligence and put nothing on agility
10312,31048,img/31048.png,1,the world calls it: love god calls it: abomination
12212,31057,img/31057.png,1,the i'm not black but my kids will be face
7634,31058,img/31058.png,1,when you step on landmine but you do not weigh enough
10123,31059,img/31059.png,1,when the kush so good you lose chromosomes
7426,31068,img/31068.png,0,be right back left the gas on
11072,31072,img/31072.png,0,johnny starr trump 2020 blm stops looting more to come
3097,31074,img/31074.png,0,that job interview was going so well. until i realized i was fucked up on acid in the middle of a cornfield naked and talking to a scarecrow
10574,31076,img/31076.png,1,maximum concentration
8906,31082,img/31082.png,1,that look you get when you finally complete your collection
6090,31085,img/31085.png,1,if black people aren't lazy then why doesn't kfc have a breakfast menu
6177,31092,img/31092.png,0,what stopped a suicidal boy from jumping? the rope
9124,31094,img/31094.png,0,i'm not saying your mom's a slut but during childbirth she slid you in and out a couple of times
7044,31095,img/31095.png,0,when you borrow money from grandma and can't pay her back
6711,31096,img/31096.png,0,positivity is a mind set
9793,31097,img/31097.png,0,just taking a nap at walmart
5297,31204,img/31204.png,1,my pussy is getting hard
4352,31205,img/31205.png,0,yall got any more of them episodes
2169,31208,img/31208.png,1,maybe if we weren't consistent sources of crime we'd be treated better
5900,31209,img/31209.png,1,i got fired from a restaurant for sticking my fingers in the dishwasher i'm wondering why they didn't fire her too
1164,31250,img/31250.png,0,aphrodisiacs helping them have sex for generations
6701,31256,img/31256.png,1,i'm responisble for the deaths of over 50 million people! so another dozen or so won't hurt! *click!
11796,31267,img/31267.png,0,shakespeare play the taming of the shrew
5175,31268,img/31268.png,1,jokes don't kill people they kill people '' ''
8463,31270,img/31270.png,0,"sometimes in life, we hang on tight to the wrong things"
6484,31278,img/31278.png,1,"it's not a hijab it's a diaper, for peoples with shit for brains"
5842,31280,img/31280.png,1,"just because she weighed as much as two people, that doesn't mean that you had a threesome"
7807,31284,img/31284.png,0,first off i am hebrew! not a damn muslim get it right
10694,31285,img/31285.png,0,how christians act in a religious discussion
6339,31287,img/31287.png,0,how my friends play strategy games how i play strategy games do really look like a guy with plan
9591,31290,img/31290.png,0,9 months before i was born i went to a party with my dad and left with my mom
5564,31294,img/31294.png,0,what if i told you there is absolutely no proof that jesus ever existed. his existence is merely presumed based on anecdotal evidence
4192,31295,img/31295.png,0,i'm a simple man i like beer and boobs
12532,31405,img/31405.png,1,"""they were uneducated false. they all had their masters"""
4113,31406,img/31406.png,0,stephen hawking defended the use of animals is medical research
8823,31408,img/31408.png,0,meanwhile at the isis strip club
10877,31409,img/31409.png,1,"buddhists on islam: ""you can be full of kindness and love, but you cannot sleep next to a mad dog. if we are weak, our land will become muslim"". -buddhist ashin wirathu"
1932,31420,img/31420.png,0,i hear a funny joke about dishwashers
4719,31426,img/31426.png,1,michelle obama without makeup
316,31427,img/31427.png,1,monkeys often play with each other
5234,31429,img/31429.png,1,i can't kill the terrorists. they're all my relatives!!!
3721,31450,img/31450.png,0,a local market
7948,31465,img/31465.png,0,ah the young they blow up so quickly
10592,31467,img/31467.png,0,if they don't like it here they can leave!
11717,31468,img/31468.png,0,black santa
12397,31470,img/31470.png,1,they were mentally ill. i had to cure them
4013,31472,img/31472.png,0,when your step sister says she wants to have a forehead competition
2796,31479,img/31479.png,1,"the only ""perferred pronouns"" a tranny needs is ""it"" or ""thing"""
85,31482,img/31482.png,1,the best thing about my lot. looks good to me!
10682,31485,img/31485.png,1,but wait there's more
5940,31487,img/31487.png,0,when you accidently hit the bees nest outside
4167,31495,img/31495.png,0,walking into a smokers house like
10752,31496,img/31496.png,1,ultimate terrorist lure position decoy and wait
5428,31497,img/31497.png,0,when the squad is about to get lit.
8606,31508,img/31508.png,1,gays for islam islam for gays
320,31509,img/31509.png,1,lets end racism
1993,31526,img/31526.png,0,"we waste so much food and water meanwhile,  others are starving and have no clean water"
7955,31527,img/31527.png,0,in 1948 women were allowed to join the army
1300,31540,img/31540.png,0,burning pizza that means so much to you
5141,31547,img/31547.png,0,"somewhere in a galaxy far, far, away someone will say the n-word"
8656,31549,img/31549.png,1,the wife said we needed a new coffee maker so i got one. her name is jill. the wife was not amused..
4816,31560,img/31560.png,0,oh man my parents are going to kill me
3251,31568,img/31568.png,0,alabama: bans abortions. all of alabama in 5 years
12458,31569,img/31569.png,0,why don't they eat pussy? because it's too close to the gas chamber
2331,31570,img/31570.png,1,"busy, like a hive of bees, controlling what your family sees and edits all the news your hear so you'll know what to think and fear till all the truth there is, is gone that is unless you stand, en masse. """
6742,31586,img/31586.png,1,hurry up and hide your valuables
253,31587,img/31587.png,1,i wonder if they smell bad so blind people can hate them too
12359,31590,img/31590.png,1,when you told her you was going to fuck her till she was stupid
880,31592,img/31592.png,0,look at all those sheep! more wool for the winter!
1676,31598,img/31598.png,0,they're escaping quick... from the cake!
11012,31602,img/31602.png,0,traditional wedding dance
7817,31604,img/31604.png,1,healthcare for muslims
7911,31605,img/31605.png,0,running for school
5263,31609,img/31609.png,0,the haters have arrived
