,id,img,hateful_label,text,Sentiment_Label,Sentiment_Score
1197,9537,img/09537.png,not-hateful,this has no place on american soil,NEGATIVE,0.99934644
1198,9547,img/09547.png,not-hateful,if being a racist means i don't want my country turned into a pile of rocks & and goatshit ruled by a barbaric cult then i'm a racist,NEGATIVE,0.99493134
1199,9561,img/09561.png,not-hateful,when the chow mein was on point,POSITIVE,0.9984135
1200,9563,img/09563.png,hateful,safe sex isis style,POSITIVE,0.9980564
1201,9572,img/09572.png,hateful,"all men are animals baby, some just make better pets than others",POSITIVE,0.9943858
1202,9578,img/09578.png,not-hateful,do not seek the world. seek the almighty instead,POSITIVE,0.9903059
1203,9587,img/09587.png,hateful,that chicken is so black it owes child support,NEGATIVE,0.9966824
1204,9615,img/09615.png,not-hateful,met gala celebration,POSITIVE,0.9977603
1205,9617,img/09617.png,not-hateful,when you turn on the light and realize you have been fisting the wrong hole,NEGATIVE,0.9975688
1206,9618,img/09618.png,not-hateful,vitiligo is a disease that causes the loss of skin color,NEGATIVE,0.98692286
1207,9623,img/09623.png,not-hateful,all my guns now self identify as dirt bikes so i had to install mufflers,NEGATIVE,0.9985006
1208,9624,img/09624.png,hateful,white people already paid reparations,NEGATIVE,0.9814935
1209,9632,img/09632.png,hateful,blacks are musical they always love a good beat,POSITIVE,0.99859357
1210,9634,img/09634.png,hateful,come on our shame tour! we will show you how to murder babies and harass the elderly,POSITIVE,0.98445934
1211,9638,img/09638.png,hateful,thanksgiving in china,POSITIVE,0.9986512
1212,9641,img/09641.png,not-hateful,zakk wylde zakk calm,POSITIVE,0.9981907
1213,9642,img/09642.png,not-hateful,"pelosi slams trump after he gets mexico to cave, says ""threats & temper tantrums are no way to negotiate foreign policy..."" why is she so mad that trump got mexico to finally help us stop illegal immigration?",NEGATIVE,0.9975416
1214,9643,img/09643.png,not-hateful,when you're watching the #roots remake but you're in an interracial relationship,POSITIVE,0.9904276
1215,9648,img/09648.png,not-hateful,damn michelle are you hungry?,NEGATIVE,0.9647958
1216,9657,img/09657.png,not-hateful,"and then trump said i'm, like, a really smart person",NEGATIVE,0.97855616
1217,9675,img/09675.png,hateful,omfg its a dirty mexican,NEGATIVE,0.99869204
1218,9682,img/09682.png,not-hateful,pals,POSITIVE,0.9972195
1219,9687,img/09687.png,not-hateful,rare picture of child birth,POSITIVE,0.99163073
1220,9713,img/09713.png,not-hateful,the hardest part of breaking up with her is having to drop the bomb on her twice before she gets it,NEGATIVE,0.9982138
1221,9715,img/09715.png,hateful,i started a business that sells landmines disguised as prayer mats.. ..prophets are going through the roof,NEGATIVE,0.99368256
1222,9716,img/09716.png,not-hateful,weeeee! im back home,POSITIVE,0.99882066
1223,9718,img/09718.png,not-hateful,can you tag your friend tell them i found their baby pic,POSITIVE,0.9947538
1224,9723,img/09723.png,not-hateful,half honky all donkey,NEGATIVE,0.99033237
1225,9731,img/09731.png,not-hateful,moses was the first to know of the 10 commandments,POSITIVE,0.99323523
1226,9738,img/09738.png,not-hateful,i know you are wearing extensions,NEGATIVE,0.9991264
1227,9756,img/09756.png,not-hateful,daily activity log i got this,POSITIVE,0.9977989
1228,9765,img/09765.png,not-hateful,"in most countries, traitors are killed. in america, they join the democrat party",NEGATIVE,0.9916155
1229,9768,img/09768.png,hateful,whats black and screams? harvey price answering the iron,NEGATIVE,0.9796545
1230,9781,img/09781.png,not-hateful,hello brother wait is that a shotgun?,NEGATIVE,0.99933404
1231,9785,img/09785.png,not-hateful,searching for buried treasure,POSITIVE,0.9951222
1232,9786,img/09786.png,hateful,heeeadddd shoulders wheel and frame wheel and frame,POSITIVE,0.9966128
1233,9812,img/09812.png,not-hateful,'as my wife you can't be so childish' 'but i'm only 8' 'oh yeah imao',NEGATIVE,0.9964853
1234,9814,img/09814.png,hateful,you are not wanted! you are a mental deficient!,NEGATIVE,0.9991333
1235,9821,img/09821.png,not-hateful,the pic after saying i didnt drink that much last night to your friends,NEGATIVE,0.99851465
1236,9823,img/09823.png,not-hateful,meanwhile.. back at #nevertrump command center,NEGATIVE,0.9641236
1237,9824,img/09824.png,hateful,mfw the local tranny gets lynched,NEGATIVE,0.9943845
1238,9825,img/09825.png,not-hateful,nazi and jew role playing is ignorant,NEGATIVE,0.999307
1239,9827,img/09827.png,not-hateful,the enemy within linda sarsour ocasio-cortez ilhan omar rashida tlaib the enemy has infiltrated congress,NEGATIVE,0.9969874
1240,9831,img/09831.png,hateful,"when someone says ""show me in the bible where it says jesus command gays should be out to death?"" leviticus 20:13",NEGATIVE,0.9964786
1241,9834,img/09834.png,not-hateful,a muslim threesome,NEGATIVE,0.9815332
1242,9841,img/09841.png,hateful,"oh you drive a dodge, do you blow trannys as good as your truck",NEGATIVE,0.9941661
1243,9843,img/09843.png,hateful,laughs in throwing gays from tall buildings!,NEGATIVE,0.99216837
1244,9851,img/09851.png,not-hateful,it appears you're hm.. a cracker,NEGATIVE,0.9946436
1245,9852,img/09852.png,hateful,all men should be disarmed preferably both arms,NEGATIVE,0.9951646
1246,9863,img/09863.png,not-hateful,diverse group of women,POSITIVE,0.9981312
1247,9867,img/09867.png,hateful,we can kill as many as we want and your stupid government keeps bringing us in,NEGATIVE,0.9974378
1248,9875,img/09875.png,not-hateful,i see dickheads everywhere they don't even know they're dickheads,NEGATIVE,0.99943477
1249,10234,img/10234.png,hateful,when you've decided to start a life of crime,NEGATIVE,0.9847307
1250,10236,img/10236.png,not-hateful,immigrants wave our flag invaders wave their own,POSITIVE,0.9970168
1251,10238,img/10238.png,not-hateful,african girl suffering from a face deformity,NEGATIVE,0.98735535
1252,10246,img/10246.png,hateful,when you ask your dad who is a retired drill sargent to build you a ginger bread house,NEGATIVE,0.6008297
1253,10254,img/10254.png,not-hateful,when you realize tomorrow is monday,POSITIVE,0.9947576
1254,10256,img/10256.png,hateful,"and if anything happens, the women are to blame that's right, it's their fault, definitely",NEGATIVE,0.99803567
1255,10258,img/10258.png,hateful,*lands plane successfully as planned * everyone at the twin tower:,POSITIVE,0.99866986
1256,10259,img/10259.png,hateful,they stole ma chickin i stole their life,NEGATIVE,0.9932125
1257,10263,img/10263.png,not-hateful,"rep. dan crenshaw former navy seal decorated war hero literally lost an eye ""doing something about terrorism"" rep.ocasio-cortez former bartender supports socialism told dan crenshawn he should ""do something about terrorism""",NEGATIVE,0.9978543
1258,10264,img/10264.png,not-hateful,when you eat her ass and then she say that she don't suck dick... wayment,NEGATIVE,0.9989171
1259,10268,img/10268.png,not-hateful,bitch please go back to england,NEGATIVE,0.99027413
1260,10269,img/10269.png,not-hateful,when your human stops petting you,NEGATIVE,0.99718404
1261,10274,img/10274.png,not-hateful,(laughs in goat fucker),NEGATIVE,0.99100924
1262,10278,img/10278.png,not-hateful,of duty call new zealand,POSITIVE,0.9921658
1263,10283,img/10283.png,hateful,"well, it was tough getting this community up to standards but were alwhite now shadowy place over there? but what's that dont talk black to me you little n ewborn african",NEGATIVE,0.9951649
1264,10285,img/10285.png,hateful,you are what you eat meanwhile in africa,POSITIVE,0.96790457
1265,10287,img/10287.png,hateful,found bigfoot married her,POSITIVE,0.9886411
1266,10289,img/10289.png,not-hateful,when you're trying to keep eye contact but her cleavage game is strong,POSITIVE,0.99819577
1267,10325,img/10325.png,not-hateful,i will build a space force and make the martians pay for it believe me! bigly!,NEGATIVE,0.8562367
1268,10328,img/10328.png,hateful,how dikes look when they're in line paying for their pads,NEGATIVE,0.9976321
1269,10329,img/10329.png,not-hateful,mom.. this horse smells funny!,NEGATIVE,0.9994085
1270,10345,img/10345.png,not-hateful,images of german leaders and soldiers of ww2,POSITIVE,0.99627906
1271,10348,img/10348.png,not-hateful,support your local dirty white boys,POSITIVE,0.99791753
1272,10357,img/10357.png,not-hateful,hockey would be fun they said,POSITIVE,0.97143
1273,10358,img/10358.png,hateful,why arent there any pharmacies in africa? because you cant take medicine on an empty stomach,NEGATIVE,0.9980246
1274,10362,img/10362.png,hateful,german british danish austrian diversity. apparently we don't have it and these guys do: iraqi pakistani syrian egyptian,POSITIVE,0.9960466
1275,10372,img/10372.png,not-hateful,i hate 3 things: vampires. werewolves and witches,NEGATIVE,0.99838346
1276,10384,img/10384.png,not-hateful,he is proving that grown adults can be a bully,NEGATIVE,0.99847406
1277,10385,img/10385.png,hateful,when he's muslim and asks you to role play,NEGATIVE,0.9981263
1278,10386,img/10386.png,hateful,the book about terrorism,POSITIVE,0.9975111
1279,10387,img/10387.png,not-hateful,two white men hanging out,NEGATIVE,0.99084944
1280,10389,img/10389.png,not-hateful,"only in america could these people consider themselves the ""master race""",NEGATIVE,0.9928437
1281,10395,img/10395.png,not-hateful,2+2 is potato minus 1 is poo quick math!,POSITIVE,0.98709047
1282,10396,img/10396.png,not-hateful,once a place where innocents were murdered. now a historical site for people to learn,POSITIVE,0.9987128
1283,10397,img/10397.png,not-hateful,keep ulster tidy 1973 get rid of the rubbish,POSITIVE,0.99681824
1284,10398,img/10398.png,hateful,arabs arabs how could the jews do this to us,NEGATIVE,0.9988688
1285,10423,img/10423.png,hateful,nobody wants to hang auschwitz me,NEGATIVE,0.99243313
1286,10425,img/10425.png,not-hateful,when they say white people have no culture,NEGATIVE,0.9945765
1287,10436,img/10436.png,hateful,sea monkeys,POSITIVE,0.9754041
1288,10438,img/10438.png,not-hateful,me and the boys kneeling for africans tonight,POSITIVE,0.99744225
1289,10453,img/10453.png,hateful,all men are pigs women are equal to men,NEGATIVE,0.9843187
1290,10458,img/10458.png,not-hateful,i love my precious they will always me mine,POSITIVE,0.9986558
1291,10459,img/10459.png,not-hateful,i'm not racist i hate white liberals more than anybody,NEGATIVE,0.99654645
1292,10462,img/10462.png,hateful,back in my day there were only two genders male and not male,NEGATIVE,0.9765082
1293,10463,img/10463.png,not-hateful,"so, where did you get all of this gold elizabeth? i stole it from africa!!!",NEGATIVE,0.9987959
1294,10465,img/10465.png,not-hateful,happy 4th of july,POSITIVE,0.99889904
1295,10469,img/10469.png,not-hateful,"their average iq is about 70-80, few points above being retarded",NEGATIVE,0.99906313
1296,10475,img/10475.png,hateful,refugees welcome,POSITIVE,0.9976766
1297,10476,img/10476.png,hateful,how to fix a noisy dishwasher,POSITIVE,0.9895118
1298,10478,img/10478.png,not-hateful,house of pedophile,NEGATIVE,0.9895021
1299,10479,img/10479.png,hateful,who can deny the cash chambers,POSITIVE,0.9918681
1300,10482,img/10482.png,not-hateful,american asians how to prepare the dog for the family event,POSITIVE,0.9967038
1301,10483,img/10483.png,hateful,"you're a rapist, you're a rapist, all mexicans are rapists!",NEGATIVE,0.99799025
1302,10486,img/10486.png,not-hateful,flight attendant: *yawns* deaf passengers:,NEGATIVE,0.9990891
1303,10489,img/10489.png,hateful,have you ever tried ethiopian food? neither have they,NEGATIVE,0.99885947
1304,10492,img/10492.png,hateful,"""judgement day will not come until the muslims fight the jews and kill them",NEGATIVE,0.98983306
1305,10493,img/10493.png,not-hateful,"stevie wonder is ""wonder""ful",POSITIVE,0.98700476
1306,10524,img/10524.png,not-hateful,some people did something again.,NEGATIVE,0.9981359
1307,10527,img/10527.png,hateful,when you finally headshot 150 black people,NEGATIVE,0.9988445
1308,10528,img/10528.png,hateful,this shit is why i bake people,NEGATIVE,0.98574877
1309,10532,img/10532.png,not-hateful,why are we smart? because we went to camps!,POSITIVE,0.60363966
1310,10536,img/10536.png,hateful,puzzle level expert,POSITIVE,0.99725336
1311,10537,img/10537.png,hateful,when i said i wanted a little pussy this is not really what i had in mind.,NEGATIVE,0.99900395
1312,10538,img/10538.png,not-hateful,morgan freeman condemning slavery,POSITIVE,0.9950008
1313,10539,img/10539.png,not-hateful,"millions of kills, 1 death what a fucking camper",NEGATIVE,0.9870229
1314,10542,img/10542.png,not-hateful,is it a boy or a girl? we're waiting to find out,NEGATIVE,0.91040903
1315,10547,img/10547.png,hateful,fuck banks fuck indians too,NEGATIVE,0.9972938
1316,10548,img/10548.png,hateful,farming simulator 17,POSITIVE,0.99534684
1317,10562,img/10562.png,hateful,what if i change my gender so i become the victim and not the rapist,NEGATIVE,0.9859761
1318,10564,img/10564.png,hateful,white people when they learn fish swim in schools,NEGATIVE,0.9885316
1319,10567,img/10567.png,hateful,america first rag heads fuck you people trump 2020 you are the enemy of the people,NEGATIVE,0.99899185
1320,10572,img/10572.png,not-hateful,"so they rigged the elections, gave hillary the debate answers had dead people vote, tapped trumps phones, and they still lost!",NEGATIVE,0.99934065
1321,10574,img/10574.png,not-hateful,"last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!",POSITIVE,0.9986936
1322,10576,img/10576.png,not-hateful,emmanuel macron said: 'nationalism is treason' if not for the u.s. you'd be saying that in german right now,NEGATIVE,0.98590916
1323,10579,img/10579.png,hateful,only 1.4% of white people ever owned slaves so blaming the entire white race is racism at it's finest!,NEGATIVE,0.99699026
1324,10582,img/10582.png,not-hateful,four years for your bachelor's? i've worked 60 for my masters,NEGATIVE,0.9968577
1325,10583,img/10583.png,hateful,once you go black you don't go back,NEGATIVE,0.99447757
1326,10584,img/10584.png,not-hateful,goes on tinder instead of match.com,NEGATIVE,0.9984734
1327,10589,img/10589.png,not-hateful,i love coke more than pepsi,POSITIVE,0.99747586
1328,10596,img/10596.png,not-hateful,i love pudding pudding my dick nhere it don't belong,POSITIVE,0.9955737
1329,10625,img/10625.png,not-hateful,the new democratic flag,POSITIVE,0.99786747
1330,10627,img/10627.png,not-hateful,look at those pigs fly!,POSITIVE,0.991883
1331,10629,img/10629.png,not-hateful,i went on a date with my man,POSITIVE,0.9986547
1332,10634,img/10634.png,not-hateful,"i'm no genius, but maybe this is why congress wasn't notified of a secret attack on isis",NEGATIVE,0.9880905
1333,10639,img/10639.png,not-hateful,now i'm gonna use two fingers,NEGATIVE,0.9992562
1334,10642,img/10642.png,hateful,once you go black so does your face,NEGATIVE,0.99783695
1335,10647,img/10647.png,hateful,when you want to enter islam when you want to leave islam,NEGATIVE,0.8901105
1336,10649,img/10649.png,hateful,straight outta oven,NEGATIVE,0.98509556
1337,10652,img/10652.png,not-hateful,"him: have you seen my cat lately? her: nope, have you seen your dad lately?",NEGATIVE,0.9977225
1338,10653,img/10653.png,not-hateful,buckle up sugar tits 'cause i'm about to take you to pound town in the fuck truck,POSITIVE,0.9932452
1339,10659,img/10659.png,not-hateful,chinese ppl be like happy thanksgiving,POSITIVE,0.99769014
1340,10673,img/10673.png,not-hateful,when you're still a week away from pay day and your car breaks down on you,NEGATIVE,0.999456
1341,10675,img/10675.png,hateful,handjobs sold separately!,NEGATIVE,0.99041724
1342,10682,img/10682.png,hateful,"stephen miller, architect of the policy to seperate children from their parents at the border. the jew with the soul of a nazi",NEGATIVE,0.99364316
1343,10689,img/10689.png,not-hateful,when you got an itch on your back that you can't reach but your white friend got you,NEGATIVE,0.9864939
1344,10692,img/10692.png,not-hateful,this piggy just wants to say have a wonderful day!,POSITIVE,0.9988095
1345,10693,img/10693.png,not-hateful,the enemy within ilhan omar linda sarsour rashida tlaib the enemy has infiltrated congress,NEGATIVE,0.9960641
1346,10697,img/10697.png,not-hateful,a muslim mans fantasy,NEGATIVE,0.97871
1347,10723,img/10723.png,not-hateful,when you're trying to sleep but you husband is snoring so loud,NEGATIVE,0.9980612
1348,10725,img/10725.png,not-hateful,man rejoices over harvest,POSITIVE,0.9986663
1349,10732,img/10732.png,not-hateful,look dad im doing it you did it tyrone! you stole your first bike,NEGATIVE,0.9910302
1350,10734,img/10734.png,not-hateful,"""yo bro ask the c.o. why he ain't pop my door""",NEGATIVE,0.9984795
1351,10743,img/10743.png,not-hateful,move to new york they said it'll be fun they said,POSITIVE,0.9963007
1352,10746,img/10746.png,hateful,mfw exist,POSITIVE,0.9638499
1353,10748,img/10748.png,hateful,can afford to travel from romania to london still picks your pocket,NEGATIVE,0.9976607
1354,10749,img/10749.png,hateful,my sense of humor is so dark it picks cotton,NEGATIVE,0.9947718
1355,10752,img/10752.png,not-hateful,did the irish celebrate black history month,POSITIVE,0.9918343
1356,10756,img/10756.png,not-hateful,rape helping them have sex for generations,POSITIVE,0.99812627
1357,10759,img/10759.png,not-hateful,"also, my best friend emma says: fuck off forever and ever",NEGATIVE,0.99265814
1358,10765,img/10765.png,not-hateful,i asked him to see things from my point of view he looked out the kitchen window,NEGATIVE,0.9935573
1359,10782,img/10782.png,not-hateful,when you try to silent fart but it doesnt smell silent,NEGATIVE,0.99856454
1360,10784,img/10784.png,not-hateful,i love to run,POSITIVE,0.9987278
1361,10785,img/10785.png,hateful,"time to put the ""panic"" back in hispanic",NEGATIVE,0.9952847
1362,10786,img/10786.png,not-hateful,president trump accused of sexual assault right before the election clarence thomas accused sexual harassment right before the election right before getting voted in by the senate roy moore accused of sexual assault right before senate election in alabama brett kavanaugh accused of sexual assault right before getting voted in by the senate still convinced that the accusers are telling the truth? bret e macgregor monday at 8:34 pm,NEGATIVE,0.9904797
1363,10789,img/10789.png,not-hateful,how black women fight crime,POSITIVE,0.99720293
1364,10792,img/10792.png,not-hateful,guys what the fuck what the actual fuck,NEGATIVE,0.99679065
1365,10793,img/10793.png,not-hateful,meanwhile at the isis strip club,POSITIVE,0.9935249
1366,10794,img/10794.png,not-hateful,man: i'd like to trade her in for newer one,NEGATIVE,0.99911207
1367,10827,img/10827.png,not-hateful,watch out i'll put a bomb in your car,NEGATIVE,0.99788266
1368,10829,img/10829.png,not-hateful,"its ok, let them in only a few will kill",POSITIVE,0.9904151
1369,10832,img/10832.png,not-hateful,okay here you go! piece of shit!,NEGATIVE,0.99895394
1370,10834,img/10834.png,not-hateful,when my autistic son finds out we're having chicken for dinner,POSITIVE,0.99181324
1371,10835,img/10835.png,hateful,"yeah bitches 6,000,000 kill streak",POSITIVE,0.5075001
1372,10836,img/10836.png,not-hateful,me and the bois about to bust a human trafficking,POSITIVE,0.9953859
1373,10837,img/10837.png,not-hateful,when you wear a black sweater and get complimented,POSITIVE,0.99838084
1374,10839,img/10839.png,not-hateful,hitler wanted this embarrassing photo of him destroyed,NEGATIVE,0.9994106
1375,10843,img/10843.png,not-hateful,your an idiot trump thanks for the wall i'm need target practice,NEGATIVE,0.997832
1376,10852,img/10852.png,not-hateful,a beautiful family,POSITIVE,0.998746
1377,10853,img/10853.png,not-hateful,that look when you want to speak to the manager,NEGATIVE,0.9984847
1378,10857,img/10857.png,not-hateful,how do you know when this prick is lying? the sphincter under his nose is moving,NEGATIVE,0.99916345
1379,10865,img/10865.png,not-hateful,this movie sucks i am thinking of another shooting,NEGATIVE,0.99950004
1380,10867,img/10867.png,not-hateful,official muslim refugee checkpoint,POSITIVE,0.9958046
1381,10875,img/10875.png,not-hateful,go home stoned smile gives it away,NEGATIVE,0.9993016
1382,10893,img/10893.png,hateful,"marge, i converted to islam!",POSITIVE,0.77260303
1383,10895,img/10895.png,not-hateful,what do you call a mexican without a car? carlos,NEGATIVE,0.9960368
1384,10896,img/10896.png,not-hateful,when you try acid for the first time,POSITIVE,0.9956156
1385,10926,img/10926.png,not-hateful,traditional african tribe,POSITIVE,0.9979987
1386,10932,img/10932.png,not-hateful,you come home and found this.. what do you do ???,NEGATIVE,0.99919415
1387,10935,img/10935.png,not-hateful,modern japanese '' '',POSITIVE,0.9909608
1388,10936,img/10936.png,hateful,77 years after pearl harbor and it still hurts but just 17 years after 9/11 and we want to move them here and adopt their laws in american cities,POSITIVE,0.99801385
1389,10938,img/10938.png,not-hateful,international boxing day,POSITIVE,0.9981698
1390,10943,img/10943.png,hateful,how women win an argument,POSITIVE,0.99849623
1391,10946,img/10946.png,hateful,glad she put the paper up someone might recognise her,POSITIVE,0.99667764
1392,10947,img/10947.png,hateful,i think it's funny to haggle over price with hookers when you're just going to kill them anyway,NEGATIVE,0.9957478
1393,10948,img/10948.png,hateful,what are you doing ? nothing babe just women stuff you crashed the car again?,NEGATIVE,0.9994923
1394,10952,img/10952.png,not-hateful,i agree hi 5 bro,POSITIVE,0.99860024
1395,10956,img/10956.png,not-hateful,check out these legs i bet you did nazi that coming,NEGATIVE,0.99302983
1396,10962,img/10962.png,not-hateful,nothing beats a good old sultry stare down,POSITIVE,0.99841315
1397,10963,img/10963.png,hateful,hope on a rope it's what everyone's been waiting for,POSITIVE,0.9948603
1398,10965,img/10965.png,hateful,went to wal-mart for windshield wipers picked up a sandwich maker!,POSITIVE,0.99798554
1399,10967,img/10967.png,not-hateful,@unhumanrights,NEGATIVE,0.98739886
1400,10972,img/10972.png,not-hateful,what i'm really thinking when i like all your pictures,POSITIVE,0.9927592
1401,10973,img/10973.png,not-hateful,when the dog keeps banging on the door instead of loving you,NEGATIVE,0.9992347
1402,10976,img/10976.png,not-hateful,when you see a commercial about starving kids in africa i missed the part where that's my problem,NEGATIVE,0.9984391
1403,10983,img/10983.png,not-hateful,miami dolphins super bowl highlights,POSITIVE,0.9983115
1404,10985,img/10985.png,not-hateful,"i just met you, and this is crazy but i love bath salts, and you look tasty",POSITIVE,0.99873143
1405,12034,img/12034.png,hateful,why don't i get sunburnt? because prisons are indoors,NEGATIVE,0.9933682
1406,12035,img/12035.png,not-hateful,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back,POSITIVE,0.98523575
1407,12036,img/12036.png,hateful,execute a plan to accept your actual born sex you'll be happier when you do,POSITIVE,0.99381655
1408,12039,img/12039.png,not-hateful,never forget 9/11,POSITIVE,0.99262434
1409,12045,img/12045.png,not-hateful,learn to hunt. it's a valuable skill,POSITIVE,0.99873114
1410,12054,img/12054.png,hateful,what do chevy trucks have in common with their owners? they've both blown a tranny.,NEGATIVE,0.99947965
1411,12059,img/12059.png,hateful,the only kkk to ever let black men in,POSITIVE,0.997029
1412,12063,img/12063.png,not-hateful,when your goat tells you oh no! she ain't on the pill,NEGATIVE,0.9986037
1413,12065,img/12065.png,not-hateful,deciding to bake,POSITIVE,0.99771917
1414,12067,img/12067.png,not-hateful,pre-heat to 350 degrees,POSITIVE,0.99002665
1415,12068,img/12068.png,hateful,this muslim guy is in heaven,POSITIVE,0.9981916
1416,12074,img/12074.png,hateful,"when somebody ask's a jew why they are jewish.. ""i think of myself as above the average person """,POSITIVE,0.9974189
1417,12086,img/12086.png,hateful,i just wanna show you something comment what you think he's gonna show this goat fucker??,NEGATIVE,0.99901766
1418,12089,img/12089.png,hateful,oops. broke the dishwasher again,NEGATIVE,0.99946177
1419,12093,img/12093.png,not-hateful,"if you see me in public looking a hot mess, just know; my bills are paid, my children have food, & i ain't trying to impress you",NEGATIVE,0.99888915
1420,12094,img/12094.png,not-hateful,when you offer to get someone stoned and they decline,NEGATIVE,0.99877965
1421,12096,img/12096.png,not-hateful,this is how ignorant people will see rashida tlaib,NEGATIVE,0.9960493
1422,12309,img/12309.png,not-hateful,"i don't know how to deal with criminals, i guess i'll take a shot at them",NEGATIVE,0.9930769
1423,12348,img/12348.png,not-hateful,"bitch, say something else",NEGATIVE,0.99857193
1424,12349,img/12349.png,hateful,a muslim in congress wants to get rid of homeland security let that sink in! 18 years after 9/11 and this is where we are at?,NEGATIVE,0.9979831
1425,12350,img/12350.png,not-hateful,"when you find a shooter the same day you plan a bombing, so you team up",POSITIVE,0.994363
1426,12356,img/12356.png,not-hateful,the guy that wrote this sign wants $15.00 an hour,NEGATIVE,0.99880195
1427,12358,img/12358.png,not-hateful,oh no i can't steal anymore,POSITIVE,0.9785133
1428,12367,img/12367.png,not-hateful,stop saying my religion is violent.. or i will kill you in the or name of my religion,NEGATIVE,0.9975435
1429,12374,img/12374.png,not-hateful,holding cooking classes for those with disabilities gives them a new form of independence,POSITIVE,0.9988602
1430,12376,img/12376.png,not-hateful,why girls wanna be mermaids: 1. no pants 2. no periods 3. perfect hair 4. you get to lure men to their deaths well that escalated quickly,POSITIVE,0.99536926
1431,12378,img/12378.png,hateful,when the vegetables are 2 for the price of 1,POSITIVE,0.99311477
1432,12389,img/12389.png,hateful,bert and ernie dress up as goats in an attempt to catfish arab men,NEGATIVE,0.99721897
1433,12394,img/12394.png,hateful,so i guess mcdonalds is out of the question,NEGATIVE,0.9989521
1434,12396,img/12396.png,hateful,when you beat up a black kid and get arrested for propriety damage,NEGATIVE,0.99808776
1435,12407,img/12407.png,not-hateful,my favorite animal is carrot,POSITIVE,0.99776804
1436,12430,img/12430.png,not-hateful,howdy y'all!,POSITIVE,0.9980089
1437,12450,img/12450.png,not-hateful,meanwhile in alabama... nothing says come hither quite like your sister in a hefty bag mermaid suit.,POSITIVE,0.9949719
1438,12453,img/12453.png,not-hateful,these are just to break,NEGATIVE,0.9992548
1439,12460,img/12460.png,not-hateful,when people just talk about weed and forget your birthday (sad racist noises),NEGATIVE,0.9989238
1440,12468,img/12468.png,not-hateful,say it! say it ! islam is the religion of peace,POSITIVE,0.997142
1441,12483,img/12483.png,hateful,islam is a religion of peace behead those who mock islam,POSITIVE,0.99512786
1442,12489,img/12489.png,not-hateful,welcome to europe our government told us that diversity makes us stronger and we should adopt their culture,POSITIVE,0.99764436
1443,12490,img/12490.png,hateful,we can kill as many as we want and your stupid government keeps bringing us in,NEGATIVE,0.9974378
1444,12493,img/12493.png,hateful,you wouldn't mind if we searched ze house? it's not like you're hiding any cringe in ze attic,NEGATIVE,0.99254006
1445,12495,img/12495.png,not-hateful,metalhead doing laundry..,POSITIVE,0.9925947
1446,12504,img/12504.png,hateful,it says right here we can bang goats,NEGATIVE,0.9912073
1447,12506,img/12506.png,not-hateful,who said i'm uneducated i have my master,NEGATIVE,0.9709258
1448,12507,img/12507.png,hateful,got thrown out of a muslim clothes shop today. i only asked where the bomber jackets were,NEGATIVE,0.9994849
1449,12509,img/12509.png,not-hateful,walking away from the bathroom after accidentally eating some gluten,NEGATIVE,0.99934375
1450,12534,img/12534.png,not-hateful,border agents in texas aprehend over 400 span. in just 5- minutes illegals we know we have an issue with illegal immigration but how can we fix this and not separate families,NEGATIVE,0.99009943
1451,12536,img/12536.png,hateful,turning every country it touches into a shithole,NEGATIVE,0.9985006
1452,12546,img/12546.png,hateful,"i saw a black man carrying a tv i rushed home to see if it was mine nope, mine was still there, polishing my shoes",POSITIVE,0.9942392
1453,12547,img/12547.png,hateful,gonna go outside #yolo anne frankly i thought she should have stayed home,NEGATIVE,0.9991812
1454,12548,img/12548.png,not-hateful,running chocolate,POSITIVE,0.9851176
1455,12549,img/12549.png,not-hateful,eatin with the crew,POSITIVE,0.9986003
1456,12560,img/12560.png,not-hateful,when you so savage you eat cabbage,NEGATIVE,0.99531335
1457,12568,img/12568.png,not-hateful,doggo trying to find a cat's weakness,NEGATIVE,0.990077
1458,12570,img/12570.png,not-hateful,when you pick her up for a date and she got hairbands on her wrist,NEGATIVE,0.9991901
1459,12576,img/12576.png,not-hateful,becky lemme smash,POSITIVE,0.9967375
1460,12578,img/12578.png,not-hateful,this is what science does for humanity this is what islam does for humanity,POSITIVE,0.99792355
1461,12580,img/12580.png,hateful,why are the french protesting high taxes that pay for their free shit didn't they protest to get the free shit nobody said they were smart,NEGATIVE,0.9979267
1462,12589,img/12589.png,not-hateful,"the religion of the muslims, a monotheistic faith regarded as revealed through muhammad as the prophet of allah",POSITIVE,0.9882889
1463,12594,img/12594.png,hateful,when she asked for equal rights so i gave her equal left,POSITIVE,0.98590815
1464,12597,img/12597.png,not-hateful,he is proving you don't have to be poor to be trash,POSITIVE,0.99843645
1465,12603,img/12603.png,not-hateful,it would be surprising to find a muslim in a gay bar due to their beliefs,NEGATIVE,0.99305606
1466,12604,img/12604.png,not-hateful,when your sheep wins first place at the fair,POSITIVE,0.99796724
1467,12607,img/12607.png,not-hateful,how i see black people getting trolled on the internet,NEGATIVE,0.9947012
1468,12608,img/12608.png,not-hateful,polished aluminum f150 proof that you really can polish a turd,POSITIVE,0.99410933
1469,12630,img/12630.png,hateful,the theory of evolution. it has just been proven,POSITIVE,0.99810344
